"location","date","new_cases"
"South Korea",2020-07-15,61
"South Korea",2020-07-16,60
"South Korea",2020-07-17,39
"South Korea",2020-07-18,34
"South Korea",2020-07-19,26
"South Korea",2020-07-20,45
"South Korea",2020-07-21,63
"South Korea",2020-07-22,59
"South Korea",2020-07-23,41
"South Korea",2020-07-24,113
"South Korea",2020-07-25,58
"South Korea",2020-07-26,25
"South Korea",2020-07-27,28
"South Korea",2020-07-28,48
"South Korea",2020-07-29,18
"South Korea",2020-07-30,36
"South Korea",2020-07-31,31
"South Korea",2020-08-01,30
"South Korea",2020-08-02,23
"South Korea",2020-08-03,34
"South Korea",2020-08-04,33
"South Korea",2020-08-05,43
"South Korea",2020-08-06,20
"South Korea",2020-08-07,43
"South Korea",2020-08-08,36
"South Korea",2020-08-09,28
"South Korea",2020-08-10,34
"South Korea",2020-08-11,54
"South Korea",2020-08-12,56
"South Korea",2020-08-13,103
"South Korea",2020-08-14,166
"South Korea",2020-08-15,279
"South Korea",2020-08-16,197
"South Korea",2020-08-17,246
"South Korea",2020-08-18,297
"South Korea",2020-08-19,288
"South Korea",2020-08-20,324
"South Korea",2020-08-21,332
"South Korea",2020-08-22,397
"South Korea",2020-08-23,266
"South Korea",2020-08-24,280
"South Korea",2020-08-25,320
"South Korea",2020-08-26,441
"South Korea",2020-08-27,371
"South Korea",2020-08-28,323
"South Korea",2020-08-29,299
"South Korea",2020-08-30,248
"South Korea",2020-08-31,235
"South Korea",2020-09-01,267
"South Korea",2020-09-02,195
"South Korea",2020-09-03,198
"South Korea",2020-09-04,168
"South Korea",2020-09-05,167
"South Korea",2020-09-06,119
"South Korea",2020-09-07,136
"South Korea",2020-09-08,156
"South Korea",2020-09-09,155
"South Korea",2020-09-10,176
"South Korea",2020-09-11,136
"South Korea",2020-09-12,121
"South Korea",2020-09-13,109
"South Korea",2020-09-14,106
"South Korea",2020-09-15,113
"South Korea",2020-09-16,153
"South Korea",2020-09-17,126
"South Korea",2020-09-18,110
"South Korea",2020-09-19,82
"South Korea",2020-09-20,70
"South Korea",2020-09-21,61
"South Korea",2020-09-22,110
"South Korea",2020-09-23,125
"South Korea",2020-09-24,114
"South Korea",2020-09-25,61
"South Korea",2020-09-26,95
"South Korea",2020-09-27,50
"South Korea",2020-09-28,38
"South Korea",2020-09-29,113
"South Korea",2020-09-30,77
"South Korea",2020-10-01,63
"South Korea",2020-10-02,75
"South Korea",2020-10-03,64
"South Korea",2020-10-04,73
"South Korea",2020-10-05,75
"South Korea",2020-10-06,114
"South Korea",2020-10-07,69
"South Korea",2020-10-08,54
"South Korea",2020-10-09,72
"South Korea",2020-10-10,58
"South Korea",2020-10-11,97
"South Korea",2020-10-12,102
"South Korea",2020-10-13,84
"South Korea",2020-10-14,99
"South Korea",2020-10-15,47
"South Korea",2020-10-16,73
"South Korea",2020-10-17,91
"South Korea",2020-10-18,76
"South Korea",2020-10-19,58
"South Korea",2020-10-20,91
"South Korea",2020-10-21,119
"South Korea",2020-10-22,155
"South Korea",2020-10-23,77
"South Korea",2020-10-24,61
"South Korea",2020-10-25,119
"South Korea",2020-10-26,88
"South Korea",2020-10-27,103
"South Korea",2020-10-28,125
"South Korea",2020-10-29,114
"South Korea",2020-10-30,126
"South Korea",2020-10-31,124
"South Korea",2020-11-01,97
"South Korea",2020-11-02,75
"South Korea",2020-11-03,118
"South Korea",2020-11-04,125
"South Korea",2020-11-05,145
"South Korea",2020-11-06,89
"South Korea",2020-11-07,143
"South Korea",2020-11-08,126
"South Korea",2020-11-09,100
"South Korea",2020-11-10,146
"South Korea",2020-11-11,143
"South Korea",2020-11-12,191
"South Korea",2020-11-13,205
"South Korea",2020-11-14,208
"South Korea",2020-11-15,223
"South Korea",2020-11-16,229
"South Korea",2020-11-17,313
"South Korea",2020-11-18,343
"South Korea",2020-11-19,363
"South Korea",2020-11-20,386
"South Korea",2020-11-21,330
"South Korea",2020-11-22,271
"South Korea",2020-11-23,349
"South Korea",2020-11-24,382
"South Korea",2020-11-25,583
"South Korea",2020-11-26,569
"South Korea",2020-11-27,488
"South Korea",2020-11-28,449
"South Korea",2020-11-29,377
"South Korea",2020-11-30,451
"South Korea",2020-12-01,511
"South Korea",2020-12-02,540
"South Korea",2020-12-03,629
"South Korea",2020-12-04,583
"South Korea",2020-12-05,631
"South Korea",2020-12-06,615
"South Korea",2020-12-07,594
"South Korea",2020-12-08,677
"South Korea",2020-12-09,666
"South Korea",2020-12-10,688
"South Korea",2020-12-11,950
"South Korea",2020-12-12,1030
"South Korea",2020-12-13,718
"South Korea",2020-12-14,880
"South Korea",2020-12-15,1078
"South Korea",2020-12-16,1011
"South Korea",2020-12-17,1062
"South Korea",2020-12-18,1055
"South Korea",2020-12-19,1095
"South Korea",2020-12-20,926
"South Korea",2020-12-21,869
"South Korea",2020-12-22,1090
"South Korea",2020-12-23,983
"South Korea",2020-12-24,1237
"South Korea",2020-12-25,1132
"South Korea",2020-12-26,970
"South Korea",2020-12-27,808
"South Korea",2020-12-28,1045
"South Korea",2020-12-29,1048
"South Korea",2020-12-30,967
"South Korea",2020-12-31,1029
"South Korea",2021-01-01,824
"South Korea",2021-01-02,651
"South Korea",2021-01-03,1020
"South Korea",2021-01-04,715
"South Korea",2021-01-05,839
"South Korea",2021-01-06,868
"South Korea",2021-01-07,672
"South Korea",2021-01-08,641
"South Korea",2021-01-09,665
"South Korea",2021-01-10,450
"South Korea",2021-01-11,537
"South Korea",2021-01-12,561
"South Korea",2021-01-13,516
"South Korea",2021-01-14,513
"South Korea",2021-01-15,579
"South Korea",2021-01-16,520
"South Korea",2021-01-17,389
"South Korea",2021-01-18,386
"South Korea",2021-01-19,403
"South Korea",2021-01-20,400
"South Korea",2021-01-21,344
"South Korea",2021-01-22,430
"South Korea",2021-01-23,392
"South Korea",2021-01-24,437
"South Korea",2021-01-25,354
"South Korea",2021-01-26,554
"South Korea",2021-01-27,497
"South Korea",2021-01-28,469
"South Korea",2021-01-29,455
"South Korea",2021-01-30,355
"South Korea",2021-01-31,303
"South Korea",2021-02-01,336
"South Korea",2021-02-02,467
"South Korea",2021-02-03,451
"South Korea",2021-02-04,369
"South Korea",2021-02-05,393
"South Korea",2021-02-06,372
"South Korea",2021-02-07,289
"South Korea",2021-02-08,302
"South Korea",2021-02-09,443
"South Korea",2021-02-10,504
"South Korea",2021-02-11,403
"South Korea",2021-02-12,362
"South Korea",2021-02-13,326
"South Korea",2021-02-14,344
"South Korea",2021-02-15,456
"South Korea",2021-02-16,621
"South Korea",2021-02-17,621
"South Korea",2021-02-18,561
"South Korea",2021-02-19,446
"South Korea",2021-02-20,418
"South Korea",2021-02-21,332
"South Korea",2021-02-22,357
"South Korea",2021-02-23,439
"South Korea",2021-02-24,396
"South Korea",2021-02-25,406
"South Korea",2021-02-26,399
"South Korea",2021-02-27,355
"South Korea",2021-02-28,355
"South Korea",2021-03-01,341
"South Korea",2021-03-02,444
"South Korea",2021-03-03,424
"South Korea",2021-03-04,398
"South Korea",2021-03-05,417
"South Korea",2021-03-06,416
"South Korea",2021-03-07,346
"South Korea",2021-03-08,446
"South Korea",2021-03-09,470
"South Korea",2021-03-10,465
"South Korea",2021-03-11,488
"South Korea",2021-03-12,490
"South Korea",2021-03-13,459
"South Korea",2021-03-14,382
"South Korea",2021-03-15,363
"South Korea",2021-03-16,469
"South Korea",2021-03-17,445
"South Korea",2021-03-18,463
"South Korea",2021-03-19,452
"South Korea",2021-03-20,456
"South Korea",2021-03-21,410
"South Korea",2021-03-22,346
"South Korea",2021-03-23,425
"South Korea",2021-03-24,430
"South Korea",2021-03-25,494
"South Korea",2021-03-26,505
"South Korea",2021-03-27,482
"South Korea",2021-03-28,384
"South Korea",2021-03-29,441
"South Korea",2021-03-30,506
"South Korea",2021-03-31,551
"South Korea",2021-04-01,555
"South Korea",2021-04-02,542
"South Korea",2021-04-03,543
"South Korea",2021-04-04,473
"South Korea",2021-04-05,478
"South Korea",2021-04-06,668
"South Korea",2021-04-07,700
"South Korea",2021-04-08,671
"South Korea",2021-04-09,676
"South Korea",2021-04-10,614
"South Korea",2021-04-11,587
"South Korea",2021-04-12,542
"South Korea",2021-04-13,731
"South Korea",2021-04-14,698
"South Korea",2021-04-15,672
"South Korea",2021-04-16,655
"South Korea",2021-04-17,671
"South Korea",2021-04-18,531
"South Korea",2021-04-19,549
"South Korea",2021-04-20,731
"South Korea",2021-04-21,735
"South Korea",2021-04-22,797
"South Korea",2021-04-23,785
"South Korea",2021-04-24,644
"South Korea",2021-04-25,500
"South Korea",2021-04-26,511
"South Korea",2021-04-27,775
"South Korea",2021-04-28,678
"South Korea",2021-04-29,656
"South Korea",2021-04-30,627
"South Korea",2021-05-01,606
"South Korea",2021-05-02,488
"South Korea",2021-05-03,541
"South Korea",2021-05-04,676
"South Korea",2021-05-05,574
"South Korea",2021-05-06,525
"South Korea",2021-05-07,701
"South Korea",2021-05-08,564
"South Korea",2021-05-09,463
"South Korea",2021-05-10,511
"South Korea",2021-05-11,635
"South Korea",2021-05-12,715
"South Korea",2021-05-13,747
"South Korea",2021-05-14,681
"South Korea",2021-05-15,610
"South Korea",2021-05-16,619
"South Korea",2021-05-17,528
"South Korea",2021-05-18,653
"South Korea",2021-05-19,646
"South Korea",2021-05-20,561
"South Korea",2021-05-21,666
"South Korea",2021-05-22,585
"South Korea",2021-05-23,538
"South Korea",2021-05-24,516
"South Korea",2021-05-25,699
"South Korea",2021-05-26,629
"South Korea",2021-05-27,587
"South Korea",2021-05-28,533
"South Korea",2021-05-29,479
"South Korea",2021-05-30,430
"South Korea",2021-05-31,459
"South Korea",2021-06-01,677
"South Korea",2021-06-02,681
"South Korea",2021-06-03,695
"South Korea",2021-06-04,744
"South Korea",2021-06-05,556
"South Korea",2021-06-06,485
"South Korea",2021-06-07,454
"South Korea",2021-06-08,601
"South Korea",2021-06-09,611
"South Korea",2021-06-10,556
"South Korea",2021-06-11,563
"South Korea",2021-06-12,452
"South Korea",2021-06-13,399
"South Korea",2021-06-14,374
"South Korea",2021-06-15,544
"South Korea",2021-06-16,540
"South Korea",2021-06-17,507
"South Korea",2021-06-18,482
"South Korea",2021-06-19,429
"South Korea",2021-06-20,357
"South Korea",2021-06-21,395
"South Korea",2021-06-22,644
"South Korea",2021-06-23,610
"South Korea",2021-06-24,634
"South Korea",2021-06-25,668
"South Korea",2021-06-26,614
"South Korea",2021-06-27,501
"South Korea",2021-06-28,595
"South Korea",2021-06-29,794
"South Korea",2021-06-30,762
"South Korea",2021-07-01,826
"South Korea",2021-07-02,793
"South Korea",2021-07-03,742
"South Korea",2021-07-04,711
"South Korea",2021-07-05,746
"South Korea",2021-07-06,1212
"South Korea",2021-07-07,1275
"South Korea",2021-07-08,1316
"South Korea",2021-07-09,1378
"South Korea",2021-07-10,1324
"South Korea",2021-07-11,1100
"South Korea",2021-07-12,1150
"South Korea",2021-07-13,1615
"South Korea",2021-07-14,1600
"South Korea",2021-07-15,1535
"South Korea",2021-07-16,1454
"South Korea",2021-07-17,1451
"South Korea",2021-07-18,1252
"South Korea",2021-07-19,1278
"South Korea",2021-07-20,1784
"South Korea",2021-07-21,1838
"South Korea",2021-07-22,1630
"South Korea",2021-07-23,1629
"South Korea",2021-07-24,1486
"South Korea",2021-07-25,1318
"South Korea",2021-07-26,1365
"South Korea",2021-07-27,1896
"South Korea",2021-07-28,1672
"South Korea",2021-07-29,1707
"South Korea",2021-07-30,1539
"South Korea",2021-07-31,1442
"South Korea",2021-08-01,1215
"South Korea",2021-08-02,1201
"South Korea",2021-08-03,1723
"South Korea",2021-08-04,1776
"South Korea",2021-08-05,1704
"South Korea",2021-08-06,1822
"South Korea",2021-08-07,1728
"South Korea",2021-08-08,1492
"South Korea",2021-08-09,1539
"South Korea",2021-08-10,2219
"South Korea",2021-08-11,1986
"South Korea",2021-08-12,1990
"South Korea",2021-08-13,1929
"South Korea",2021-08-14,1817
"South Korea",2021-08-15,1553
"South Korea",2021-08-16,1373
"South Korea",2021-08-17,1803
"South Korea",2021-08-18,2151
"South Korea",2021-08-19,2051
"South Korea",2021-08-20,1880
"South Korea",2021-08-21,1627
"South Korea",2021-08-22,1416
"South Korea",2021-08-23,1505
"South Korea",2021-08-24,2152
"South Korea",2021-08-25,1878
"South Korea",2021-08-26,1841
"South Korea",2021-08-27,1793
"South Korea",2021-08-28,1617
"South Korea",2021-08-29,1483
"South Korea",2021-08-30,1370
"South Korea",2021-08-31,2024
"South Korea",2021-09-01,1956
"South Korea",2021-09-02,1709
"South Korea",2021-09-03,1803
"South Korea",2021-09-04,1491
"South Korea",2021-09-05,1374
"South Korea",2021-09-06,1596
"South Korea",2021-09-07,2049
"South Korea",2021-09-08,2047
"South Korea",2021-09-09,1892
"South Korea",2021-09-10,1865
"South Korea",2021-09-11,1755
"South Korea",2021-09-12,1433
"South Korea",2021-09-13,1495
"South Korea",2021-09-14,2079
"South Korea",2021-09-15,1941
"South Korea",2021-09-16,2008
"South Korea",2021-09-17,2084
"South Korea",2021-09-18,1909
"South Korea",2021-09-19,1605
"South Korea",2021-09-20,1727
"South Korea",2021-09-21,1720
"South Korea",2021-09-22,1716
"South Korea",2021-09-23,2433
"South Korea",2021-09-24,3270
"South Korea",2021-09-25,2770
"South Korea",2021-09-26,2381
"South Korea",2021-09-27,2289
"South Korea",2021-09-28,2883
"South Korea",2021-09-29,2564
"South Korea",2021-09-30,2484
"South Korea",2021-10-01,2247
"South Korea",2021-10-02,2085
"South Korea",2021-10-03,1672
"South Korea",2021-10-04,1575
"South Korea",2021-10-05,2027
"South Korea",2021-10-06,2425
"South Korea",2021-10-07,2172
"South Korea",2021-10-08,1949
"South Korea",2021-10-09,1594
"South Korea",2021-10-10,1297
"South Korea",2021-10-11,1347
"South Korea",2021-10-12,1579
"South Korea",2021-10-13,1937
"South Korea",2021-10-14,1682
"South Korea",2021-10-15,1617
"South Korea",2021-10-16,1418
"South Korea",2021-10-17,1049
"South Korea",2021-10-18,1073
"South Korea",2021-10-19,1570
"South Korea",2021-10-20,1441
"South Korea",2021-10-21,1440
"South Korea",2021-10-22,1507
"South Korea",2021-10-23,1423
"South Korea",2021-10-24,1190
"South Korea",2021-10-25,1266
"South Korea",2021-10-26,1950
"South Korea",2021-10-27,2107
"South Korea",2021-10-28,2124
"South Korea",2021-10-29,2103
"South Korea",2021-10-30,2061
"South Korea",2021-10-31,1686
"South Korea",2021-11-01,1588
"South Korea",2021-11-02,2666
"South Korea",2021-11-03,2480
"South Korea",2021-11-04,2344
"South Korea",2021-11-05,2248
"South Korea",2021-11-06,2223
"South Korea",2021-11-07,1759
"South Korea",2021-11-08,1713
"South Korea",2021-11-09,2424
"South Korea",2021-11-10,2520
"South Korea",2021-11-11,2368
"South Korea",2021-11-12,2323
"South Korea",2021-11-13,2418
"South Korea",2021-11-14,2006
"South Korea",2021-11-15,2125
"South Korea",2021-11-16,3184
"South Korea",2021-11-17,3290
"South Korea",2021-11-18,3034
"South Korea",2021-11-19,3212
"South Korea",2021-11-20,3114
"South Korea",2021-11-21,2827
"South Korea",2021-11-22,2698
"South Korea",2021-11-23,4115
"South Korea",2021-11-24,3937
"South Korea",2021-11-25,3899
"South Korea",2021-11-26,4067
"South Korea",2021-11-27,3928
"South Korea",2021-11-28,3304
"South Korea",2021-11-29,3030
"South Korea",2021-11-30,5120
"South Korea",2021-12-01,5262
"South Korea",2021-12-02,4943
"South Korea",2021-12-03,5352
"South Korea",2021-12-04,5127
"South Korea",2021-12-05,4324
"South Korea",2021-12-06,4952
"South Korea",2021-12-07,7174
"South Korea",2021-12-08,7100
"South Korea",2021-12-09,7022
"South Korea",2021-12-10,6977
"South Korea",2021-12-11,6688
"South Korea",2021-12-12,5817
"South Korea",2021-12-13,5564
"South Korea",2021-12-14,7843
"South Korea",2021-12-15,7622
"South Korea",2021-12-16,7434
"South Korea",2021-12-17,7313
"South Korea",2021-12-18,6234
"South Korea",2021-12-19,5316
"South Korea",2021-12-20,5201
"South Korea",2021-12-21,7450
"South Korea",2021-12-22,6913
"South Korea",2021-12-23,6231
"South Korea",2021-12-24,5836
"South Korea",2021-12-25,5418
"South Korea",2021-12-26,4207
"South Korea",2021-12-27,3862
"South Korea",2021-12-28,5406
"South Korea",2021-12-29,5029
"South Korea",2021-12-30,4871
"South Korea",2021-12-31,4415
"South Korea",2022-01-01,3830
"South Korea",2022-01-02,3124
"South Korea",2022-01-03,3019
"South Korea",2022-01-04,4443
"South Korea",2022-01-05,4123
"South Korea",2022-01-06,3716
"South Korea",2022-01-07,3507
"South Korea",2022-01-08,3376
"South Korea",2022-01-09,2999
"South Korea",2022-01-10,3093
"South Korea",2022-01-11,4385
"South Korea",2022-01-12,4162
"South Korea",2022-01-13,4536
"South Korea",2022-01-14,4418
"South Korea",2022-01-15,4190
"South Korea",2022-01-16,3858
"South Korea",2022-01-17,4070
"South Korea",2022-01-18,5800
"South Korea",2022-01-19,6601
"South Korea",2022-01-20,6766
"South Korea",2022-01-21,7005
"South Korea",2022-01-22,7628
"South Korea",2022-01-23,7511
"South Korea",2022-01-24,8566
"South Korea",2022-01-25,13004
"South Korea",2022-01-26,14514
"South Korea",2022-01-27,16085
"South Korea",2022-01-28,17540
"South Korea",2022-01-29,17515
"South Korea",2022-01-30,17072
"South Korea",2022-01-31,18333
"South Korea",2022-02-01,20268
"South Korea",2022-02-02,22904
"South Korea",2022-02-03,27442
"South Korea",2022-02-04,36362
"South Korea",2022-02-05,38670
"South Korea",2022-02-06,35275
"South Korea",2022-02-07,36718
"South Korea",2022-02-08,49558
"South Korea",2022-02-09,54122
"South Korea",2022-02-10,53926
"South Korea",2022-02-11,54918
"South Korea",2022-02-12,56425
"South Korea",2022-02-13,54616
"South Korea",2022-02-14,57175
"South Korea",2022-02-15,90430
"South Korea",2022-02-16,93127
"South Korea",2022-02-17,109828
"South Korea",2022-02-18,102203
"South Korea",2022-02-19,104828
"South Korea",2022-02-20,95347
"South Korea",2022-02-21,99550
"South Korea",2022-02-22,171448
"South Korea",2022-02-23,170006
"South Korea",2022-02-24,165889
"South Korea",2022-02-25,166206
"South Korea",2022-02-26,163558
"South Korea",2022-02-27,139615
"South Korea",2022-02-28,138993
"South Korea",2022-03-01,219237
"South Korea",2022-03-02,198802
"South Korea",2022-03-03,266838
"South Korea",2022-03-04,254326
"South Korea",2022-03-05,243612
"South Korea",2022-03-06,210713
"South Korea",2022-03-07,202714
"South Korea",2022-03-08,342427
"South Korea",2022-03-09,327532
"South Korea",2022-03-10,282976
"South Korea",2022-03-11,383651
"South Korea",2022-03-12,350176
"South Korea",2022-03-13,309769
"South Korea",2022-03-14,362328
"South Korea",2022-03-15,400725
"South Korea",2022-03-16,621317
"South Korea",2022-03-17,407017
"South Korea",2022-03-18,381329
"South Korea",2022-03-19,334708
"South Korea",2022-03-20,209169
"South Korea",2022-03-21,353725
"South Korea",2022-03-22,490707
"South Korea",2022-03-23,395589
"South Korea",2022-03-24,339396
"South Korea",2022-03-25,335479
"South Korea",2022-03-26,318130
"South Korea",2022-03-27,187213
"South Korea",2022-03-28,347374
"South Korea",2022-03-29,424528
"South Korea",2022-03-30,320675
"South Korea",2022-03-31,280187
"South Korea",2022-04-01,264097
"South Korea",2022-04-02,234301
"South Korea",2022-04-03,127190
"South Korea",2022-04-04,265995
"South Korea",2022-04-05,286243
"South Korea",2022-04-06,224761
"South Korea",2022-04-07,205289
"South Korea",2022-04-08,185495
"South Korea",2022-04-09,164481
"South Korea",2022-04-10,90928
"South Korea",2022-04-11,210676
"South Korea",2022-04-12,195370
"South Korea",2022-04-13,148417
"South Korea",2022-04-14,125808
"Spain",2020-02-01,1
"Spain",2020-02-02,0
"Spain",2020-02-03,0
"Spain",2020-02-04,0
"Spain",2020-02-05,0
"Spain",2020-02-06,0
"Spain",2020-02-07,0
"Spain",2020-02-08,0
"Spain",2020-02-09,1
"Spain",2020-02-10,0
"Spain",2020-02-11,0
"Spain",2020-02-12,0
"Spain",2020-02-13,0
"Spain",2020-02-14,0
"Spain",2020-02-15,0
"Spain",2020-02-16,0
"Spain",2020-02-17,0
"Spain",2020-02-18,0
"Spain",2020-02-19,0
"Spain",2020-02-20,0
"Spain",2020-02-21,0
"Spain",2020-02-22,0
"Spain",2020-02-23,0
"Spain",2020-02-24,0
"Spain",2020-02-25,4
"Spain",2020-02-26,7
"Spain",2020-02-27,2
"Spain",2020-02-28,17
"Spain",2020-02-29,13
"Spain",2020-03-01,39
"Spain",2020-03-02,36
"Spain",2020-03-03,45
"Spain",2020-03-04,57
"Spain",2020-03-05,37
"Spain",2020-03-06,141
"Spain",2020-03-07,100
"Spain",2020-03-08,173
"Spain",2020-03-09,400
"Spain",2020-03-10,622
"Spain",2020-03-11,582
"Spain",2020-03-12,0
"Spain",2020-03-13,2955
"Spain",2020-03-14,1159
"Spain",2020-03-15,1407
"Spain",2020-03-16,2144
"Spain",2020-03-17,1806
"Spain",2020-03-18,2162
"Spain",2020-03-19,4053
"Spain",2020-03-20,2447
"Spain",2020-03-21,4964
"Spain",2020-03-22,3394
"Spain",2020-03-23,6368
"Spain",2020-03-24,4749
"Spain",2020-03-25,9630
"Spain",2020-03-26,8271
"Spain",2020-03-27,7933
"Spain",2020-03-28,7516
"Spain",2020-03-29,6875
"Spain",2020-03-30,7846
"Spain",2020-03-31,7967
"Spain",2020-04-01,8195
"Spain",2020-04-02,7947
"Spain",2020-04-03,7134
"Spain",2020-04-04,6969
"Spain",2020-04-05,5478
"Spain",2020-04-06,5029
"Spain",2020-04-07,5267
"Spain",2020-04-08,6278
"Spain",2020-04-09,5002
"Spain",2020-04-10,5051
"Spain",2020-04-11,4754
"Spain",2020-04-12,3804
"Spain",2020-04-13,3268
"Spain",2020-04-14,2442
"Spain",2020-04-15,5103
"Spain",2020-04-16,7304
"Spain",2020-04-17,5891
"Spain",2020-04-18,887
"Spain",2020-04-19,6948
"Spain",2020-04-20,1536
"Spain",2020-04-21,3968
"Spain",2020-04-22,4211
"Spain",2020-04-23,4635
"Spain",2020-04-24,NA
"Spain",2020-04-25,2915
"Spain",2020-04-26,1729
"Spain",2020-04-27,1831
"Spain",2020-04-28,1308
"Spain",2020-04-29,2144
"Spain",2020-04-30,518
"Spain",2020-05-01,1781
"Spain",2020-05-02,1366
"Spain",2020-05-03,884
"Spain",2020-05-04,545
"Spain",2020-05-05,1318
"Spain",2020-05-06,996
"Spain",2020-05-07,1122
"Spain",2020-05-08,1410
"Spain",2020-05-09,721
"Spain",2020-05-10,772
"Spain",2020-05-11,3086
"Spain",2020-05-12,594
"Spain",2020-05-13,661
"Spain",2020-05-14,849
"Spain",2020-05-15,643
"Spain",2020-05-16,515
"Spain",2020-05-17,0
"Spain",2020-05-18,908
"Spain",2020-05-19,431
"Spain",2020-05-20,518
"Spain",2020-05-21,482
"Spain",2020-05-22,1787
"Spain",2020-05-23,466
"Spain",2020-05-24,482
"Spain",2020-05-25,NA
"Spain",2020-05-26,859
"Spain",2020-05-27,0
"Spain",2020-05-28,1647
"Spain",2020-05-29,658
"Spain",2020-05-30,664
"Spain",2020-05-31,251
"Spain",2020-06-01,159
"Spain",2020-06-02,294
"Spain",2020-06-03,394
"Spain",2020-06-04,334
"Spain",2020-06-05,318
"Spain",2020-06-06,332
"Spain",2020-06-07,240
"Spain",2020-06-08,167
"Spain",2020-06-09,249
"Spain",2020-06-10,314
"Spain",2020-06-11,427
"Spain",2020-06-12,502
"Spain",2020-06-13,396
"Spain",2020-06-14,323
"Spain",2020-06-15,181
"Spain",2020-06-16,219
"Spain",2020-06-17,355
"Spain",2020-06-18,585
"Spain",2020-06-19,307
"Spain",2020-06-20,363
"Spain",2020-06-21,334
"Spain",2020-06-22,232
"Spain",2020-06-23,248
"Spain",2020-06-24,334
"Spain",2020-06-25,400
"Spain",2020-06-26,419
"Spain",2020-06-27,564
"Spain",2020-06-28,301
"Spain",2020-06-29,200
"Spain",2020-06-30,301
"Spain",2020-07-01,388
"Spain",2020-07-02,444
"Spain",2020-07-03,442
"Spain",2020-07-04,0
"Spain",2020-07-05,0
"Spain",2020-07-06,1244
"Spain",2020-07-07,341
"Spain",2020-07-08,383
"Spain",2020-07-09,543
"Spain",2020-07-10,852
"Spain",2020-07-11,0
"Spain",2020-07-12,0
"Spain",2020-07-13,2045
"Spain",2020-07-14,666
"Spain",2020-07-15,875
"Spain",2020-07-16,1361
"Spain",2020-07-17,1400
"Spain",2020-07-18,0
"Spain",2020-07-19,0
"Spain",2020-07-20,4581
"Spain",2020-07-21,1358
"Spain",2020-07-22,1357
"Spain",2020-07-23,2615
"Spain",2020-07-24,2255
"Spain",2020-07-25,0
"Spain",2020-07-26,0
"Spain",2020-07-27,6361
"Spain",2020-07-28,1828
"Spain",2020-07-29,2031
"Spain",2020-07-30,2789
"Spain",2020-07-31,3092
"Spain",2020-08-01,0
"Spain",2020-08-02,0
"Spain",2020-08-03,8532
"Spain",2020-08-04,5760
"Spain",2020-08-05,2953
"Spain",2020-08-06,4088
"Spain",2020-08-07,4507
"Spain",2020-08-08,0
"Spain",2020-08-09,0
"Spain",2020-08-10,8618
"Spain",2020-08-11,3632
"Spain",2020-08-12,3172
"Spain",2020-08-13,7550
"Spain",2020-08-14,5479
"Spain",2020-08-15,0
"Spain",2020-08-16,0
"Spain",2020-08-17,16269
"Spain",2020-08-18,5114
"Spain",2020-08-19,6671
"Spain",2020-08-20,7039
"Spain",2020-08-21,8148
"Spain",2020-08-22,0
"Spain",2020-08-23,0
"Spain",2020-08-24,19382
"Spain",2020-08-25,7117
"Spain",2020-08-26,7296
"Spain",2020-08-27,9658
"Spain",2020-08-28,9779
"Spain",2020-08-29,0
"Spain",2020-08-30,0
"Spain",2020-08-31,23572
"Spain",2020-09-01,8115
"Spain",2020-09-02,8581
"Spain",2020-09-03,8959
"Spain",2020-09-04,10476
"Spain",2020-09-05,0
"Spain",2020-09-06,0
"Spain",2020-09-07,26560
"Spain",2020-09-08,8964
"Spain",2020-09-09,8866
"Spain",2020-09-10,10764
"Spain",2020-09-11,12183
"Spain",2020-09-12,0
"Spain",2020-09-13,0
"Spain",2020-09-14,27404
"Spain",2020-09-15,9437
"Spain",2020-09-16,11193
"Spain",2020-09-17,11291
"Spain",2020-09-18,14389
"Spain",2020-09-19,0
"Spain",2020-09-20,0
"Spain",2020-09-21,31428
"Spain",2020-09-22,10799
"Spain",2020-09-23,11289
"Spain",2020-09-24,10653
"Spain",2020-09-25,12272
"Spain",2020-09-26,0
"Spain",2020-09-27,0
"Spain",2020-09-28,31785
"Spain",2020-09-29,0
"Spain",2020-09-30,20922
"Spain",2020-10-01,9419
"Spain",2020-10-02,11325
"Spain",2020-10-03,0
"Spain",2020-10-04,0
"Spain",2020-10-05,23480
"Spain",2020-10-06,11998
"Spain",2020-10-07,10491
"Spain",2020-10-08,12423
"Spain",2020-10-09,12788
"Spain",2020-10-10,0
"Spain",2020-10-11,0
"Spain",2020-10-12,27856
"Spain",2020-10-13,7118
"Spain",2020-10-14,11970
"Spain",2020-10-15,13318
"Spain",2020-10-16,15186
"Spain",2020-10-17,0
"Spain",2020-10-18,0
"Spain",2020-10-19,37889
"Spain",2020-10-20,13873
"Spain",2020-10-21,16973
"Spain",2020-10-22,20986
"Spain",2020-10-23,19851
"Spain",2020-10-24,0
"Spain",2020-10-25,0
"Spain",2020-10-26,52188
"Spain",2020-10-27,18418
"Spain",2020-10-28,19765
"Spain",2020-10-29,23580
"Spain",2020-10-30,25595
"Spain",2020-10-31,0
"Spain",2020-11-01,0
"Spain",2020-11-02,55019
"Spain",2020-11-03,18669
"Spain",2020-11-04,25042
"Spain",2020-11-05,21908
"Spain",2020-11-06,22516
"Spain",2020-11-07,0
"Spain",2020-11-08,0
"Spain",2020-11-09,52386
